session_id,regime,capacity_ah,health_factor,ohmic_resistance,ambient_temp,max_current,shock_steps
33,gaussian,63.203734844105014,0.964535218663936,0.015643217282026823,29.22002568743444,51.62496863398192,0
34,gaussian,70.30775129585456,0.9273757867644163,0.013766536541986337,27.134495762111534,50.772650142239456,0
35,gaussian,50.12730167676564,0.9287831664329601,0.013798160583562086,18.503270336744247,60.02148682596322,0
36,gaussian,66.98817278933824,0.953104388752059,0.01089879351318921,31.84386442927004,47.53644396221624,0
37,gaussian,70.82430034380872,1.0081677092028214,0.012456769889715858,23.4782070230292,81.38960476102689,0
38,gaussian,70.87208358710417,0.9772333108057513,0.012223508751378603,19.509035665189977,62.082977458268275,0
39,gaussian,65.8359281302675,0.9314766837992855,0.017165865363669597,31.969332378161276,43.694645339450034,0
40,gaussian,56.96833298587441,1.0006254658423717,0.01019410271839505,18.207369868067474,36.465672877377855,0
41,gaussian,66.73067451796612,1.021077971549882,0.011631604327511551,22.814463512908084,37.77787479042815,0
42,gaussian,51.33155416200444,0.9914222443052675,0.02093324670643354,19.603510369439793,64.4626982832461,0
43,gaussian,67.18031837282342,0.9890810096807292,0.011271271824656244,30.425591833780928,80.87251173948734,0
44,gaussian,67.69204340508696,0.971353320496835,0.014873267312059783,31.49191898081818,53.442904708016655,0
45,gaussian,67.21016097701369,0.9486317941495395,0.015258010286658349,19.408257289519327,80.17356565848604,0
46,gaussian,61.738536490743265,0.9758656406062831,0.01056808169186147,31.72891196674032,82.80527636203254,0
47,gaussian,59.82526403399054,1.0132151409757502,0.013711708900380452,30.377071434063566,55.17309849534452,0
48,gaussian,67.2326423126388,0.9514655124645308,0.013673730977010684,26.242503352940616,47.994467387062166,0
49,gaussian,71.76937537269791,0.92865915505129,0.01166163960155449,19.180978313487977,61.922902328906886,0
50,gaussian,49.10241136933884,1.0173114007137374,0.010790924701242554,18.42827578984923,35.10077870501101,0
51,gaussian,67.42421219940039,0.9442743157021435,0.015099126335806682,18.22479993522034,40.244077164089106,0
52,gaussian,66.82412054585357,1.0290924231092322,0.011987134044167751,19.061092068619935,72.28654256067702,0
53,gaussian,57.527089235566464,1.026404172610439,0.011984274965865155,23.399958265808838,74.52607549460163,0
54,gaussian,67.87969000918869,0.9369380301068692,0.021602683422876943,31.01891830187078,78.54389063803566,0
55,gaussian,69.1089317548783,0.9541693664517239,0.01721625465637562,25.029333267794847,41.50235026073414,0
56,gaussian,49.62114485040446,0.9531141968859866,0.013496612027414817,18.81539494711185,77.16815483331578,0
57,gaussian,55.621066710370414,1.011657078035832,0.012550781850001864,19.000411508069167,38.42709710932784,0
58,gaussian,67.06439522147292,0.9405999543419478,0.016307821772651186,27.977685038973092,49.208735182952985,0
59,gaussian,58.96635170283507,0.980423547972139,0.015540768894604852,23.56501927600036,72.04568197841184,0
60,gaussian,66.13788908720151,0.9786076512714825,0.021327510789253008,26.893360902985734,61.696590200149984,0
61,gaussian,69.94777587871336,0.9930269165630226,0.01780801096041366,22.838205249362566,73.5295071713044,0
62,gaussian,63.2708387326621,1.0274620999167923,0.01953388300375073,23.24351369222271,81.61829616685424,0
63,gaussian,50.05031685033954,0.9486606235890743,0.012628182879132695,25.939065269265768,77.19511891952264,0
64,gaussian,48.74944000231053,0.9811506900417539,0.01833270269509715,26.122005199060037,68.81846087969458,0
65,gaussian,65.28134995399424,0.9256934738334115,0.01624852146446563,23.044497367250003,75.55735725366753,0
66,gaussian,62.98006370769747,1.0243997594180148,0.010799545155228496,28.038061049440635,35.06282035471566,0
67,gaussian,57.684105609024,1.0189343612212887,0.010269127707230387,26.744194615948324,79.38414525116417,0
68,gaussian,54.784056726037,1.0234179742611986,0.013557782958481333,23.03451575444985,37.20741035971299,0
69,gaussian,65.41775292033326,1.0069512891658394,0.017164099896298836,22.04279143702248,52.883162480875285,0
70,gaussian,63.91925342515122,0.9584088899439759,0.017372177548239394,22.238472958314993,72.30141781796613,0
71,gaussian,57.457761957735485,0.9286780463214764,0.014478819972287428,22.802448089197483,67.3590375772464,0
72,gaussian,64.37713763610306,0.9762935516151329,0.014349199390074022,21.4714142283221,58.20771936223663,0
73,gaussian,55.14699098684926,1.0142434569077594,0.017060197635821957,18.794238715666623,42.66307191572153,0
74,gaussian,68.45257811289994,0.981492273562558,0.013061530310986093,25.66554759347539,37.21422471217434,0
75,gaussian,68.22594255765397,1.0120124539500452,0.021391493599390823,27.22229540441446,74.19125488804983,0
76,gaussian,63.55155328044965,0.9335465397067779,0.013477972331134212,30.06701078327744,53.1491977707598,0
77,gaussian,58.82643167285735,0.9387223054171664,0.02128184823106879,27.876384958348318,56.67917141372254,0
78,gaussian,57.874455049617296,0.928746131945915,0.016687174430785344,26.77009882492665,82.7692036030509,0
79,gaussian,71.38542708006379,0.9466509703317089,0.020911547451469673,28.346209820282954,84.17251831897661,0
80,gaussian,70.29026766035464,0.9201489995654751,0.02162019835579644,21.907956537539548,49.37539217413176,0
81,gaussian,70.18118283863205,1.0198261015576524,0.011188368564144301,21.67411664632149,68.60909829616392,0
82,gaussian,69.25764578733649,0.9299040570043203,0.018894293833269644,29.495951358326444,43.160535497634065,0
83,gaussian,68.64191379052603,0.9850621336438693,0.01696260227594846,20.8265589522285,66.01942824947992,0
84,gaussian,58.89140177928653,1.0148988633065683,0.019295246880096796,26.143811948171276,77.52112530591548,0
85,gaussian,62.18671553173264,0.9306006731991577,0.01945733837245848,29.194178023352528,76.03174079243318,0
86,gaussian,67.67728342818677,0.9272793708146407,0.015367160796749364,28.97889571058325,73.41509318956518,0
87,gaussian,58.61182167083835,1.014420123327081,0.010549948588921521,21.81424604592609,78.9534209958427,0
88,gaussian,57.25202868415753,0.9538396283439089,0.01747435601701788,20.163217547667852,71.0294027235626,0
89,gaussian,59.055338314860535,1.0086769612703597,0.01849420656187596,18.442786625203823,35.077271144224525,0
90,gaussian,48.55853950384645,0.9476313435788074,0.020680299113698838,23.25982260556552,69.47025611503818,0
91,gaussian,71.78633653858462,0.978551927964512,0.016437285744311553,31.641825923204696,52.96141646839965,0
92,gaussian,60.45352815198409,0.996092559592367,0.020533712990333287,26.38094082578877,55.76466431443754,0
93,gaussian,67.06125984540219,0.997849291760338,0.020975413930167507,21.231859162130906,35.8159114321358,0
94,gaussian,55.31385139665842,1.0248113369182026,0.010998869889278187,21.36890569922213,50.90087108227923,0
95,gaussian,55.18587385761277,1.024563385309179,0.011598431835747236,19.891188169399154,73.5639934589917,0
96,gaussian,59.507079913531435,0.9444819081841074,0.020218348656786175,27.99256221077777,68.16529942499773,0
97,gaussian,52.062770806000046,1.0128718956259624,0.021455354758248526,19.174147575305458,61.690171502870626,0
98,gaussian,50.10053455483633,0.9498299312180944,0.02068654197625342,27.685694871884944,38.51443763541998,0
99,gaussian,55.43294108247584,0.9246443164122095,0.011155419717516437,21.102408570510566,42.69552313132075,0
100,gaussian,53.90236058188099,1.0188469542448408,0.017007193975820036,27.459800788730114,62.83805038453856,0
101,gaussian,57.35845742108687,0.9982036185671573,0.018101225844320983,18.79904524642007,78.98231064047954,0
102,gaussian,58.42436927719412,0.9335578689494214,0.016158401585753684,18.86035221082885,41.680464274984715,0
103,gaussian,68.83967876804022,0.9997495884834227,0.015458085462981023,22.358773092818478,64.10926299177707,0
104,gaussian,66.72786449735234,0.942342510029507,0.014684801031171164,23.607869131707005,43.54028129900753,0
105,gaussian,54.6213098065615,0.97938553581643,0.012823251284420665,30.592005763672468,42.174559425527555,0
106,gaussian,61.20474083817576,0.9758824754232388,0.010653435974324568,27.112249733938953,83.19288735593327,0
107,gaussian,61.99186823401422,0.9996584951914893,0.02090994281570639,20.946204308478446,48.980718111892436,0
108,gaussian,55.66087636905682,1.0077162764010974,0.018224826465352405,19.584321081608444,84.48766442389515,0
109,gaussian,52.08396968415465,0.9732247556502281,0.011360710323690803,28.822690828796116,74.75881289374985,0
110,gaussian,66.8013123907746,1.0274252339456216,0.017482985770037453,26.033671220559473,64.44239446120662,0
111,gaussian,57.0247802942586,1.0251964123709714,0.017669725521249274,19.29995145958566,71.82010546523296,0
112,gaussian,68.02297116175485,0.9911588948059573,0.020377197206825987,21.129106828014738,41.46648988291913,0
113,gaussian,60.5890536719309,0.9429295087797582,0.02053580224359209,18.17909191067526,63.57721876281562,0
114,gaussian,54.0331527565648,0.965364865869106,0.017509325271576746,24.363084312493225,74.58184309940647,0
115,gaussian,55.95684588518114,0.9674020225840738,0.014747127335690866,26.608616431410887,71.17612509346705,0
116,gaussian,64.42954194404348,0.9718236714187793,0.021807066468547437,27.923757682561565,53.70661275955693,0
117,gaussian,50.33166741165649,0.9331435092102378,0.021036389117748144,25.253026162056106,82.2720869505057,0
118,gaussian,49.89082554567588,0.9997764172243905,0.01573880612538472,27.94064119443108,42.931432588541234,0
119,gaussian,64.08883522940154,0.9714664524283312,0.01930641808678418,29.45757130640067,67.49183206418587,0
120,gaussian,51.27713558302805,0.9842253638822592,0.017355515892485716,29.995981614540064,37.84057609016515,0
121,gaussian,50.583533179294626,0.9277211864931235,0.012082512195322944,26.698229874524827,61.09557991229356,0
122,gaussian,66.47959375209109,1.0120148669725821,0.013405872870767895,21.96633159500017,69.48872927678053,0
123,gaussian,49.50445597935054,1.0111217399176615,0.01742909860253226,19.248933629629125,70.54804307254025,0
124,gaussian,66.41907298373907,0.9661997764932374,0.01013983806868624,30.851527559339416,71.42365420655898,0
125,gaussian,63.6052871618599,0.9784739335863124,0.014443743896494688,24.056422358697237,83.31015385390049,0
126,gaussian,64.04415574502708,0.9779997941710427,0.021000784319348625,31.82661645627376,38.11329486953779,0
127,gaussian,71.51690503737207,0.9216553682679994,0.02208626091979607,19.468655290590778,80.51941995106844,0
128,gaussian,51.39518207910936,0.9465802034273303,0.01349232054984689,25.257171103732297,72.87493248803952,0
129,gaussian,71.64074690639583,0.9748852346365252,0.011566898677619073,28.467193922206896,60.9744323102558,0
130,gaussian,66.76640928588137,0.9438204093733266,0.010720542216543645,27.75666965879904,39.85551496096505,0
131,gaussian,67.55248760190273,0.9587702899715486,0.015155776839083005,31.940581152365326,72.77543232719279,0
132,gaussian,55.83294284823471,1.0288263872143668,0.01678774379331998,28.011634671180197,40.33001921124731,0
133,gaussian,68.7150506714229,0.9760462321879878,0.020667409889981378,26.334094114193235,83.01017974043036,0
134,gaussian,57.44084891885484,1.0002879933052016,0.020042432726888538,28.960865380581268,76.05581864916309,0
135,gaussian,54.32838274825866,0.9953042163369754,0.016198751648743077,28.523745289744312,59.16268364078937,0
136,gaussian,56.06709823411672,1.0232488465252256,0.012986687694387785,19.186146465878462,55.55510990990757,0
137,gaussian,62.17549168320461,1.0057288565947968,0.013911893428034823,29.099311726901064,50.74425802873262,0
138,gaussian,63.93757898426726,0.9487550292174813,0.01911285442962962,29.967072426714832,46.80710135478993,0
139,gaussian,49.39988141164742,0.9448041841518152,0.017599784819178323,18.67193516636328,75.76702367411754,0
140,gaussian,64.6788347050807,0.9422491259847774,0.017214615417681246,24.02859311917632,43.27517147670957,0
141,gaussian,63.23021174403052,0.9836323625418205,0.017922384741028002,30.564695027436596,37.17997064832377,0
142,gaussian,67.32781282790826,0.9901321994792677,0.02044536477619624,28.64694346205559,41.83797274382696,0
143,gaussian,69.878416496891,0.9842391432642223,0.01945912478022503,28.83963459708459,54.28150841192458,0
144,gaussian,67.11180733484866,0.9345552169800572,0.014625157116471908,22.724778999049107,61.88677954286109,0
145,gaussian,56.25643533352023,0.9708942640199492,0.014903052683441925,20.689110194352196,61.89624942162602,0
146,gaussian,67.83389697508525,1.0275802777385137,0.021211266199698105,19.78775972664559,53.985464987833346,0
147,gaussian,66.8726472916239,0.975292951998806,0.015767730343418482,19.397429938960094,46.32986741898536,0
148,gaussian,60.964007509565526,0.9576066851193066,0.020890473429612623,25.25060589000661,67.31719410381294,0
149,gaussian,67.80539580227885,0.9366926430807099,0.011813367982972037,31.986229521769847,49.602606041045306,0
150,gaussian,57.642861312540916,1.0055308312965479,0.020093419912241436,22.72299998079249,83.59653891049084,0
151,gaussian,58.887358845207274,0.9355094789821518,0.012149499943275044,21.472743476229915,64.86014695539907,0
152,gaussian,71.37162822256604,0.9409913860036765,0.016126831277419273,22.115318050357175,56.78276805384703,0
153,gaussian,51.23905418551092,1.0153685657854175,0.019600311532596434,23.98111057031685,64.27377358429601,0
154,gaussian,68.09918889323177,0.9255601639940413,0.013063877091956751,18.43899101915542,84.57055876567122,0
155,gaussian,55.1975538996186,1.0282183064125499,0.011126155670980986,23.027277082835116,83.17749871242427,0
156,gaussian,62.35500701881693,0.9772927371948339,0.013432774505374992,29.14796632531849,69.6247359608758,0
157,gaussian,66.96786355811275,0.9708763591525023,0.011151241677675798,23.176691725643124,53.9107345334034,0
158,gaussian,64.9445053424935,0.9352203162875259,0.02120957731194131,31.73026743808586,38.441945107017666,0
159,gaussian,52.795462611262636,0.9504602971364401,0.02176182105915545,26.49849390476622,45.008192074177245,0
160,gaussian,65.9886203084706,0.9323457792175497,0.020880762564838534,26.760713752117645,49.34266461943658,0
161,gaussian,56.50704755246282,0.9839720660262737,0.016205435116549732,26.06263772064751,65.0259911673727,0
162,gaussian,66.7953602204853,0.9776051031087032,0.01681025606612111,31.684586240132603,76.86818740154143,0
163,gaussian,57.725669869473975,0.9715089219635901,0.013341768309773263,22.149080049238982,40.180585508616154,0
164,gaussian,60.23856270699323,0.9938166154504052,0.017392240405369717,22.96530681817613,61.59953622395684,0
165,gaussian,59.07916644206888,0.9401769649954989,0.014803600329938124,22.22376617818763,77.48417119960926,0
166,gaussian,48.713577113950265,0.9874449482167759,0.012171080490110195,31.2522421871151,84.83469021734,0
167,gaussian,64.36641096810845,0.9226429068126406,0.011871942660433992,19.899187687678314,79.29893092388019,0
168,gaussian,57.91245184970573,1.009085275381355,0.012468125977933656,23.08888042121163,47.51153156983409,0
169,gaussian,62.924639802085196,0.9888869891948399,0.016389062882001176,22.594021534997722,38.59081335961186,0
170,gaussian,56.14673611790719,0.9372720874421336,0.020301791361798195,18.329729284944854,43.77512089849874,0
171,gaussian,54.65091628464694,0.9326361070193383,0.02217605169233534,25.422797974578174,72.1785113549762,0
172,gaussian,68.36520118955697,0.9980826860519731,0.018974968131453294,27.970291690609912,81.25212929775256,0
173,gaussian,63.41659976194457,1.0069519887329768,0.01255327263973774,25.765451646728977,43.93207764073399,0
174,gaussian,57.9510094569369,0.9904195437787073,0.021428914133799208,22.51702350491415,78.63125125915093,0
175,gaussian,66.59948518519043,1.0174766369417527,0.019526018278159238,18.304752582884202,77.57983691187627,0
176,gaussian,68.99647468923494,0.9853506367875982,0.014192549745536326,24.936841978699086,35.16301510192718,0
177,gaussian,68.13293043515145,1.0153014585215572,0.016422281631563125,22.647886502378487,66.59724258465296,0
178,gaussian,48.9445713558654,1.0016399085585226,0.011952031429418667,22.750642506796865,39.52486759044444,0
179,gaussian,69.4305528199819,0.9797369227159642,0.020112275801279483,23.361258152975257,82.91352800474866,0
180,gaussian,56.50548296445015,1.0062789590675085,0.016792634524415557,26.5657346986375,39.731066513714985,0
181,gaussian,62.82264119872934,0.920351958252707,0.014075918781997128,27.8233214039936,78.57452067775017,0
182,gaussian,68.1709596736302,0.9305117044904058,0.016592146006593037,29.437820223203655,45.3977762513183,0
183,gaussian,51.93560131734252,1.0238930857918587,0.020077456447061003,19.369118835928194,84.26988355655452,0
184,gaussian,70.58478293397023,1.0276031572701427,0.012964045315418421,20.668196156303257,71.97476642231518,0
185,gaussian,69.05573701872186,0.9230765652278738,0.013781010449983975,28.33693337236646,56.64938888164298,0
186,gaussian,63.778619464403725,0.9214472642339555,0.011877560479524948,29.522593932391793,80.31991901041508,0
187,gaussian,66.26595693258899,0.9286027906762587,0.011066932575835407,30.660544755147477,74.76057390464284,0
188,gaussian,67.00594652701581,0.9845272585170243,0.02069787225224993,28.255793772634274,43.73693778289916,0
189,gaussian,71.93751453907268,0.9567637972503893,0.016039913479441843,22.688747131037896,61.47396273731607,0
190,gaussian,67.15691093674054,0.9263253692139793,0.016579655704051184,27.81111378187839,55.42876843272788,0
191,gaussian,70.7934014120017,0.9874753487764811,0.012362056175469326,21.276382647080975,47.75907729059646,0
192,gaussian,68.76442828642516,0.9887814789989435,0.012464010124270387,23.325711638729363,59.65427527191275,0
193,gaussian,61.494508449053384,0.9550043798766571,0.01086335020039834,18.181312541268163,49.094213233050226,0
194,gaussian,51.99560314899977,0.998662628007932,0.012645137154032362,19.482763830807418,80.849225137958,0
195,gaussian,56.60914777948067,0.9240529012365521,0.015117866450947532,20.453120626404473,42.47466195905369,0
196,gaussian,60.95230627571067,0.9240488844526319,0.0208054019721962,23.35543521124346,66.94953807355947,0
197,gaussian,51.34387897109241,0.9688920909712944,0.021957395311215426,23.190588927485972,69.53633927644469,0
198,gaussian,71.98667271966264,1.008461665309843,0.011439287673142009,18.029983791906066,59.68427700226907,0
199,gaussian,68.54839382296397,1.0284816555901661,0.016857869678982854,24.475889924283393,54.97115528304068,0
200,gaussian,68.1389407141051,1.0030754582723693,0.01870340147110226,23.262254863483896,56.966811699146476,0
201,gaussian,51.325103840104326,0.9956257314550578,0.017548223090654673,29.720209511071133,53.269307021313224,0
202,gaussian,71.23090750664059,0.9986629702875106,0.012252179746490855,28.57523908787649,52.50286576576843,0
203,gaussian,56.33920748477155,1.0124295436310569,0.012128824205402376,30.004239893850702,48.949005252269856,0
204,gaussian,59.07058243016966,0.9226408311756736,0.01104118973641966,20.379093191005467,48.56792769152253,0
205,gaussian,56.69635570282728,0.9989716698543503,0.019784861022549553,22.12974179267927,49.71160612870416,0
206,gaussian,64.99132486202728,1.0246851071329615,0.015588223083825455,30.002231298157458,80.3653389891873,0
207,gaussian,65.6200615669058,1.026628481394976,0.020070849321824874,27.722207531352026,78.16247644527272,0
208,gaussian,49.52748546082931,0.9972844166453281,0.01127005675165669,31.71058330959405,81.63222704275702,0
209,gaussian,51.23283364154898,0.9635853833533893,0.011727197827932594,31.17097362913819,67.43040097870207,0
210,gaussian,55.42716182267645,0.9417474379147035,0.015626625714261475,29.670180121040893,83.0712273724397,0
211,gaussian,62.90475373377803,0.9524799635580641,0.014611504711214045,28.400607846433104,56.1178873317464,0
212,gaussian,71.26561412111415,0.9838909859893207,0.020789355342299008,29.24351602260901,43.8350702736129,0
213,gaussian,63.4134792637306,0.9678560159831124,0.020008002152503084,29.32176117275295,35.241949457628166,0
214,gaussian,61.30354508141286,0.9716879212125569,0.012943792887344612,27.55179983450338,78.58480838434559,0
215,gaussian,65.04372716950931,0.9833749976742073,0.015214042058578646,30.3827771675009,36.882706758047135,0
216,gaussian,65.18633280151326,1.001928823023922,0.013685135911569021,18.202365637751793,48.6061018788363,0
217,gaussian,63.7005374701986,0.9529054885195549,0.012759618966336747,19.775348052307578,58.73600110595776,0
218,gaussian,69.41765492897352,1.0014516703303364,0.01727313273145365,18.10838404361945,56.79799475154407,0
219,gaussian,53.45607999151269,0.9655162020427178,0.01734834301698455,24.954203501087278,61.381523447429096,0
220,gaussian,69.85785125879421,0.9849836925863539,0.01866439293784029,29.42983647716526,42.6858532586238,0
221,gaussian,59.507551615902415,1.0178895088492148,0.018739346849246767,25.660560911155166,60.27182475616329,0
222,gaussian,53.437793280897274,1.000547179340144,0.014634807017781595,27.702940498256247,37.16002815734731,0
223,gaussian,65.23443336161978,0.9514184205734173,0.01195234680739924,24.62424172584729,39.85443181630901,0
224,gaussian,60.97573025468085,0.9454114799548172,0.017483244422037032,20.862702148617025,46.15067945295502,0
225,gaussian,54.91175857295739,0.9440161761861815,0.018550137564631853,25.280956237697104,64.60352103597671,0
226,gaussian,62.094931000613016,0.9376749618411397,0.012475208401376024,20.434129845851245,74.25199118741824,0
227,gaussian,49.4727585067474,0.9296614381212434,0.01877275571356774,27.362743228970423,80.09908362024821,0
228,gaussian,48.59447236266341,0.9797061350889487,0.017499028303064764,20.804171056421836,74.03322783181665,0
229,gaussian,70.94496806847903,0.9996435177610166,0.010054150051142777,28.202813332650642,70.30744317813904,0
230,gaussian,68.02189689318419,1.0050094372062837,0.0183129722337788,28.90156895956639,82.91850973847366,0
231,gaussian,52.11163969247977,0.9883321618272772,0.021018737138736407,23.747576237993755,56.03781858111175,0
232,gaussian,52.355386702070085,0.9730125111361427,0.01829213290398954,29.22755926353299,82.41323398480222,0
233,gaussian,63.25084980646231,1.0013157671735775,0.018579423621246878,24.63308736287999,40.30079068353888,0
234,gaussian,52.5468282272365,0.9632174572531268,0.015312397356620164,19.682942168810325,84.39688915261846,0
235,gaussian,71.54109290201393,1.0022190543575076,0.020461837573510742,27.410267248961325,71.99477910356282,0
236,gaussian,62.97701287193081,0.9693733458671056,0.011972114534857217,23.833319592910165,51.02389647587601,0
237,gaussian,53.92463106168981,0.9697842220409177,0.01941775374547137,20.53896460191662,67.6260590424433,0
238,gaussian,59.43055498739587,0.9878672809140966,0.020685315643229226,28.891604354106498,78.17508554228208,0
239,gaussian,67.72766779127119,0.9404861010026814,0.015134003091700154,22.27227080354304,56.6628069194435,0
240,gaussian,52.78114922793013,0.9951643482541613,0.018511906247057786,31.057055982407896,48.021300391360455,0
241,gaussian,62.30916495525461,1.016390778286959,0.01901506336136805,23.76027082565091,62.74769686492038,0
242,gaussian,49.77151271452318,1.0063365019608046,0.014092994784634246,25.79539976254257,53.894246309637865,0
243,gaussian,63.37906807795906,0.9501177390041798,0.013649841041078496,24.779258372149076,56.4997233547013,0
244,gaussian,67.41452976860268,0.9846617437853455,0.01170832923017665,27.795167056205948,47.45599517196819,0
245,gaussian,49.53680834671984,0.9352719427632346,0.020552021390150995,19.43798082855765,39.173152178044134,0
246,gaussian,65.76282958410204,0.9371432758662914,0.012245734316390847,27.52738259682176,65.02279967667299,0
247,gaussian,64.60465552888633,0.9762035958931208,0.016231262515943493,22.264176286168237,40.176298292924365,0
248,gaussian,52.8628290444728,0.9462338462590807,0.015338251379986914,22.629782476972878,65.82420961338784,0
249,gaussian,55.43206953941181,1.018379248193369,0.02031639646521585,19.978723895751017,74.16911286380395,0
250,gaussian,63.439949450618755,0.9466582901057329,0.021566782348409162,28.796314193749403,43.08949974061416,0
251,gaussian,54.225952498223,0.9316818221309953,0.022157100474271007,20.689602113109405,51.55801477876825,0
252,gaussian,61.49896643833114,0.9398723623208032,0.013414777953369785,22.62872951571324,69.50094851482697,0
253,gaussian,71.65353435190093,0.941873419707475,0.02163235169873452,21.3769852752553,50.49649680577005,0
254,gaussian,66.49679113556252,0.9408940412029206,0.013932930836582367,28.31674017072059,40.230089296293556,0
255,gaussian,70.49899793207871,0.9812345667053196,0.012379750738846259,23.679338072870795,51.404357830489474,0
256,gaussian,59.69698355006783,1.0003954760054892,0.016925613498578174,31.52246741615147,65.53299702329312,0
257,gaussian,63.623243503098166,1.0216722998635879,0.02035115116068117,27.972620955232628,81.33638959559121,0
258,gaussian,54.47670997360987,0.9286660090601817,0.02091047446242174,28.807508273226965,50.85853749678584,0
259,gaussian,69.75342321402346,0.9690613611905492,0.019309170365728635,31.827791023513697,35.98108983039955,0
260,gaussian,56.01757807907457,0.9495149847815576,0.011497456943380124,30.80264321546911,64.74179291913075,0
261,gaussian,59.997609640062045,1.0270527906019078,0.010524981130013353,20.870733193517133,61.893325767584365,0
262,gaussian,67.62663245725585,1.0139181087964417,0.010005349923085306,28.510318129115362,40.60125035963089,0
263,gaussian,59.02415759629657,0.9385619154309488,0.012094521070697141,19.67343783828799,82.93397863214362,0
264,gaussian,56.61221087379697,0.997951597448775,0.01936280451536715,20.927780304774615,65.59100321433719,0
265,gaussian,52.29725612049116,1.0205848095018981,0.01319080539654951,28.06225154588872,67.39724872843767,0
266,gaussian,71.0970137604447,0.9351750316501286,0.01364587688789981,18.159633315628003,39.66970791056089,0
267,gaussian,50.27690886732257,1.0007702715349323,0.017871916295847282,19.154601096877084,40.56023659585979,0
268,gaussian,56.64322974589042,0.9660659207541089,0.018948448006482287,26.93318345985175,51.85548442864721,0
269,gaussian,48.96517335398358,0.9707495738601672,0.019380223261364272,20.36322851956571,74.26276892239127,0
270,gaussian,69.47347272476588,0.9818100076981081,0.0195556319113668,30.375221943881034,75.98909443280002,0
271,gaussian,71.99226136357072,0.9390152098951592,0.014611446265775952,29.074790702150395,45.89989680923988,0
272,gaussian,69.48443091007525,0.983133805202667,0.012679298835019955,26.642896149644727,75.5459557790625,0
